Gottit;Timepris;110101;900
Gottit;Timepris;220201;948
Gottit;Timepris;230101;1040
Gottit;Timepris;230801;1048
Gottit;Timepris;240101;1040
Gottit;Timepris;250101;1066
Gottit;Support;110101;1000
Gottit;Support;220101;900
Gottit;Support;230101;1040
