0131;dec-jan;99810.66;58776.66;189.34;33049;7985;27.5;0
0331;feb-mar;106202;66163.37;198;35344;8496;27.5;3801.37
0430;apr;53101;32963.93;99;17659;4248;27.5;1769.93
0531;maj;53101;32971.51;99;17659;4248;27.5;1777.51
0902;jun-aug;159501;96846.54;99;53025;12760;27.5;3130.54
1102;sep-okt;106202;69759.76;99;35314;8496;27.5;7367.76
1130;nov;53101;34184.31;99;17659;4248;27.5;2990.31
1231;dec;53101;32651.54;99;16712;4248;27.5;510.54
