2025-07-09;SKATTEKONTOEN;UdbytteSkat
2025-03-03;SKATTEKONTOEN;SkyldigMoms
2025-10-31;MobilePay køb MobilePay 3;TreDanmark
2025-09-30;MobilePay køb MobilePay 3;TreDanmark
2025-10-28;W*RAWFOODSHOP.DK, SVANGSTA Notanr 55642;PrivatHaevning
2025-10-07;W*RAWFOODSHOP.DK, SVANGSTA Notanr 76942;PrivatHaevning
