"31-12-2022";"31-12-2022";"Rente af indestående";"-162,35";"800.945,31"
"30-12-2022";"30-12-2022";"Gebyr";"-850,00";"801.107,66"
"20-12-2022";"20-12-2022";"kontaktløs Dankort LIDL Nota 649167";"-82,40";"801.957,66"
"16-12-2022";"16-12-2022";"202210";"58.065,00";"802.040,06"
"14-12-2022";"14-12-2022";"kontaktløs Dankort LIDL Nota 184136";"-99,30";"743.975,06"
"12-12-2022";"12-12-2022";"AFREGNING TIL TOLD & SKAT";"-39.632,00";"744.074,36"
"07-12-2022";"07-12-2022";"Dankort-køb politiken.dk Nota CP-05131646";"-299,00";"783.706,36"
"06-12-2022";"06-12-2022";"OVERFØRSEL";"-27,50";"784.005,36"
"06-12-2022";"06-12-2022";"kontaktløs Dankort LIDL Nota 789186";"-94,80";"784.032,86"
"05-12-2022";"05-12-2022";"kontaktløs Dankort Netto Dildhaven Nota 945765";"-111,45";"784.127,66"
"05-12-2022";"05-12-2022";"Dankort-køb DK Hostmaster A/S Nota P1955554";"-60,00";"784.239,11"
"05-12-2022";"05-12-2022";"Løn okt-nov";"-64.385,56";"784.299,11"
"05-12-2022";"05-12-2022";"FRANTECH/B* FRANTECH 6, HTTPSMY.FRA, USD 15,00 Kurs 726,33 Notanr 94851";"-108,95";"848.684,67"
"02-12-2022";"02-12-2022";"Dankort-køb Telmore A/S Nota C501018";"-368,00";"848.793,62"
"01-12-2022";"01-12-2022";"kontaktløs Dankort REMA 1000 Lyngby, Nota 745578";"-121,80";"849.161,62"
"01-12-2022";"01-12-2022";"Advis 122212010155169/Udbetaling fra Skatt";"1.897,41";"849.283,42"
"30-11-2022";"30-11-2022";"Elgiganten.dk, Koebenhavn S Notanr 79976";"-888,00";"847.386,01"
"28-11-2022";"28-11-2022";"kontaktløs Dankort LIDL Nota 167407";"-73,90";"848.274,01"
"22-11-2022";"22-11-2022";"Elgiganten.dk, Koebenhavn S Notanr 95976";"-2.074,75";"848.347,91"
"22-11-2022";"22-11-2022";"Elgiganten.dk, Koebenhavn S Notanr 37976";"-224,25";"850.422,66"
"21-11-2022";"21-11-2022";"kontaktløs Dankort Elgiganten 3029 Nota Z156522";"-224,25";"850.646,91"
"16-11-2022";"16-11-2022";"kontaktløs Dankort LIDL Nota 155226";"-87,80";"850.871,16"
"15-11-2022";"15-11-2022";"OVERFØRSEL";"-27,50";"850.958,96"
"15-11-2022";"15-11-2022";"202209";"91.245,00";"850.986,46"
"14-11-2022";"14-11-2022";"kontaktløs Dankort Netto Værløse Nota 911337";"-82,90";"759.741,46"
"08-11-2022";"08-11-2022";"kontaktløs Dankort REMA 1000 Køge Nota 804378";"-60,90";"759.824,36"
"07-11-2022";"07-11-2022";"Betalingsservice ATP LIVSLANG PENSION Aftalenr. 903811345";"-568,02";"759.885,26"
"07-11-2022";"07-11-2022";"Dankort-køb politiken.dk Nota CP-04986347";"-299,00";"760.453,28"
"04-11-2022";"04-11-2022";"Betalingsservice ENERGISELSKABET NATUR-ENERGI A/S Aftalenr. 917338144";"-4.097,12";"760.752,28"
"03-11-2022";"03-11-2022";"FRANTECH/B* FRANTECH 6, HTTPSMY.FRA, USD 15,00 Kurs 766,93 Notanr 59800";"-115,04";"764.849,40"
"02-11-2022";"02-11-2022";"kontaktløs Dankort REMA 1000 Ballerup Nota 256387";"-65,50";"764.964,44"
"02-11-2022";"02-11-2022";"Dankort-køb Telmore A/S Nota C840841";"-368,00";"765.029,94"
"01-11-2022";"01-11-2022";"kontaktløs Dankort REMA 1000 Greve Nota 300271";"-89,80";"765.397,94"
"26-10-2022";"26-10-2022";"kontaktløs Dankort LIDL Nota 133386";"-108,90";"765.487,74"
"24-10-2022";"24-10-2022";"løn sep";"-33.160,03";"765.596,64"
"24-10-2022";"24-10-2022";"løn aug";"-33.204,43";"798.756,67"
"18-10-2022";"18-10-2022";"kontaktløs Dankort Netto Dildhaven Nota 899978";"-57,70";"831.961,10"
"18-10-2022";"18-10-2022";"kontaktløs Dankort Bageriet Hjortevæn Nota 486508";"-37,80";"832.018,80"
"18-10-2022";"18-10-2022";"Advis 122210180141260/fnr 202208";"69.915,00";"832.056,60"
"14-10-2022";"14-10-2022";"kontaktløs Dankort Bageriet Hjortevæn Nota 248718";"-52,00";"762.141,60"
"14-10-2022";"14-10-2022";"Betalingsservice ATP - SAMLET BETALING Aftalenr. 905240531";"-585,75";"762.193,60"
"11-10-2022";"11-10-2022";"OVERFØRSEL";"-27,50";"762.779,35"
"11-10-2022";"11-10-2022";"kontaktløs Dankort Netto Dildhaven Nota 893322";"-156,90";"762.806,85"
